Year, Number of Households
800, 14
801, 16
802, 18
803, 19
804, 21
805, 22
806, 22
807, 22
808, 24
809, 23
810, 22
811, 21
812, 21
813, 20
814, 21
815, 21
816, 21
817, 21
818, 21
819, 22
820, 21
821, 21
822, 23
823, 25
824, 26
825, 29
826, 32
827, 33
828, 34
829, 35
830, 35
831, 36
832, 38
833, 38
834, 36
835, 37
836, 37
837, 36
838, 35
839, 36
840, 35
841, 36
842, 35
843, 37
844, 41
845, 41
846, 43
847, 46
848, 49
849, 52
850, 59
851, 60
852, 61
853, 63
854, 62
855, 59
856, 64
857, 66
858, 65
859, 65
860, 62
861, 64
862, 63
863, 60
864, 60
865, 62
866, 64
867, 67
868, 70
869, 75
870, 78
871, 80
872, 84
873, 85
874, 87
875, 89
876, 91
877, 94
878, 97
879, 97
880, 98
881, 100
882, 98
883, 96
884, 99
885, 100
886, 96
887, 97
888, 98
889, 101
890, 103
891, 108
892, 112
893, 116
894, 121
895, 125
896, 124
897, 126
898, 123
899, 129
900, 135
901, 115
902, 106
903, 107
904, 95
905, 92
906, 95
907, 88
908, 77
909, 79
910, 71
911, 71
912, 76
913, 74
914, 73
915, 73
916, 75
917, 75
918, 75
919, 78
920, 65
921, 51
922, 52
923, 52
924, 52
925, 45
926, 42
927, 41
928, 40
929, 43
930, 44
931, 32
932, 31
933, 27
934, 26
935, 24
936, 20
937, 22
938, 26
939, 27
940, 19
941, 14
942, 14
943, 14
944, 8
945, 7
946, 7
947, 7
948, 6
949, 7
950, 7
951, 6
952, 4
953, 4
954, 4
955, 3
956, 2
957, 2
958, 2
959, 1
960, 2
961, 2
962, 2
963, 3
964, 3
965, 2
966, 1
967, 1
968, 2
969, 1
970, 1
971, 1
972, 0
973, 0
974, 0
975, 0
976, 0
977, 0
978, 0
979, 0
980, 0
981, 0
982, 0
983, 0
984, 0
985, 0
986, 0
987, 0
988, 0
989, 0
990, 0
991, 0
992, 0
993, 0
994, 0
995, 0
996, 0
997, 0
998, 0
999, 0
1000, 0
1001, 0
1002, 0
1003, 0
1004, 0
1005, 0
1006, 0
1007, 0
1008, 0
1009, 0
1010, 0
1011, 0
1012, 0
1013, 0
1014, 0
1015, 0
1016, 0
1017, 0
1018, 0
1019, 0
1020, 0
1021, 0
1022, 0
1023, 0
1024, 0
1025, 0
1026, 0
1027, 0
1028, 0
1029, 0
1030, 0
1031, 0
1032, 0
1033, 0
1034, 0
1035, 0
1036, 0
1037, 0
1038, 0
1039, 0
1040, 0
1041, 0
1042, 0
1043, 0
1044, 0
1045, 0
1046, 0
1047, 0
1048, 0
1049, 0
1050, 0
1051, 0
1052, 0
1053, 0
1054, 0
1055, 0
1056, 0
1057, 0
1058, 0
1059, 0
1060, 0
1061, 0
1062, 0
1063, 0
1064, 0
1065, 0
1066, 0
1067, 0
1068, 0
1069, 0
1070, 0
1071, 0
1072, 0
1073, 0
1074, 0
1075, 0
1076, 0
1077, 0
1078, 0
1079, 0
1080, 0
1081, 0
1082, 0
1083, 0
1084, 0
1085, 0
1086, 0
1087, 0
1088, 0
1089, 0
1090, 0
1091, 0
1092, 0
1093, 0
1094, 0
1095, 0
1096, 0
1097, 0
1098, 0
1099, 0
1100, 0
1101, 0
1102, 0
1103, 0
1104, 0
1105, 0
1106, 0
1107, 0
1108, 0
1109, 0
1110, 0
1111, 0
1112, 0
1113, 0
1114, 0
1115, 0
1116, 0
1117, 0
1118, 0
1119, 0
1120, 0
1121, 0
1122, 0
1123, 0
1124, 0
1125, 0
1126, 0
1127, 0
1128, 0
1129, 0
1130, 0
1131, 0
1132, 0
1133, 0
1134, 0
1135, 0
1136, 0
1137, 0
1138, 0
1139, 0
1140, 0
1141, 0
1142, 0
1143, 0
1144, 0
1145, 0
1146, 0
1147, 0
1148, 0
1149, 0
1150, 0
1151, 0
1152, 0
1153, 0
1154, 0
1155, 0
1156, 0
1157, 0
1158, 0
1159, 0
1160, 0
1161, 0
1162, 0
1163, 0
1164, 0
1165, 0
1166, 0
1167, 0
1168, 0
1169, 0
1170, 0
1171, 0
1172, 0
1173, 0
1174, 0
1175, 0
1176, 0
1177, 0
1178, 0
1179, 0
1180, 0
1181, 0
1182, 0
1183, 0
1184, 0
1185, 0
1186, 0
1187, 0
1188, 0
1189, 0
1190, 0
1191, 0
1192, 0
1193, 0
1194, 0
1195, 0
1196, 0
1197, 0
1198, 0
1199, 0
1200, 0
1201, 0
1202, 0
1203, 0
1204, 0
1205, 0
1206, 0
1207, 0
1208, 0
1209, 0
1210, 0
1211, 0
1212, 0
1213, 0
1214, 0
1215, 0
1216, 0
1217, 0
1218, 0
1219, 0
1220, 0
1221, 0
1222, 0
1223, 0
1224, 0
1225, 0
1226, 0
1227, 0
1228, 0
1229, 0
1230, 0
1231, 0
1232, 0
1233, 0
1234, 0
1235, 0
1236, 0
1237, 0
1238, 0
1239, 0
1240, 0
1241, 0
1242, 0
1243, 0
1244, 0
1245, 0
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
